"id";"schluessel";"von";"bis";"von_str";"bis_str";"wdm";"wdm_klar";"strasse";"status";"historie";"straba";"laenge";"aend";"geom"
11906;"14014020";"17718";"17720";"Adlergasse";"Behringstr.";"H";"sonstige Hauptverkehrsstraße";"Schäferstraße";20;"AKT";"S";206.37;2024-02-06;"SRID=4326;LINESTRING(13.71956833200663439243 51.0549385854019064368,13.71865974033330459747 51.05523508853155334464,13.71839910742655277431 51.05532296619669097026,13.71819894172318043957 51.05539045684736265684,13.71774444868622211402 51.05554369377637158323,13.7169615460216807179 51.055801138795402494)"
11911;"14014030";"17720";"17723";"Behringstr.";"Institutsgasse";"H";"sonstige Hauptverkehrsstraße";"Schäferstraße";0;"AKT";"S";111.72;2024-02-06;"SRID=4326;LINESTRING(13.7169615460216807179 51.055801138795402494,13.71616139173998405454 51.05606152579763801214,13.71554298851069653153 51.05625919671076928807)"
11904;"14014010";"10672";"17718";"Löbtauer Str./Weißeritzstr.";"Adlergasse";"H";"sonstige Hauptverkehrsstraße";"Schäferstraße";20;"AKT";"S";48.9;2024-02-06;"SRID=4326;LINESTRING(13.72017919699848853554 51.05472618919225880063,13.72017613554780979257 51.05472725369762088121,13.72010450910757484166 51.05475215837037694655,13.71987376449547468837 51.05483238724485062221,13.71956833200663439243 51.0549385854019064368)"
11913;"14014050";"17724";"17725";"Manitiusstr.";"Menageriestr.";"H";"sonstige Hauptverkehrsstraße";"Schäferstraße";0;"AKT";"S";67.12;2024-02-06;"SRID=4326;LINESTRING(13.71472377999164038442 51.05653159751435765656,13.71428653418479015613 51.05667556459768263721,13.71387893081348963165 51.0568157006486416094)"
11933;"14017050";"10674";"17710";"Jahnstr.";"Wachsbleichstr.";"H";"sonstige Hauptverkehrsstraße";"Weißeritzstraße";20;"AKT";"G";48.68;2024-02-06;"SRID=4326;LINESTRING(13.72211634522064294117 51.05588889007793795827,13.72186492747294472849 51.05574262514701189275,13.72159951391439136614 51.05559660135793365043)"
11936;"14017060";"17710";"10672";"Wachsbleichstr.";"Schweriner Str./Schäferstr.";"H";"sonstige Hauptverkehrsstraße";"Weißeritzstraße";20;"AKT";"G";138.98;2024-02-06;"SRID=4326;LINESTRING(13.72159951391439136614 51.05559660135793365043,13.72100349388931306294 51.05525552513655185294,13.72052862734863509786 51.05497191303860660128,13.72022506775380001898 51.05475844628386994373,13.72017919699848853554 51.05472618919225880063)"
11930;"14017040";"17701";"10674";"Seminarstr.";"Jahnstr.";"H";"sonstige Hauptverkehrsstraße";"Weißeritzstraße";20;"AKT";"B";86.92;2024-02-06;"SRID=4326;LINESTRING(13.72300936618613143025 51.05643089748298990571,13.72265762846994974211 51.05622247194297358419,13.72239991047652729605 51.05607158533035772052,13.72211634522064294117 51.05588889007793795827)"
11927;"14017030";"17697";"17701";"Friedrichstr.";"Seminarstr.";"H";"sonstige Hauptverkehrsstraße";"Weißeritzstraße";20;"AKT";"B";192.48;2024-02-06;"SRID=4326;LINESTRING(13.72494761718727041 51.05764647490416052733,13.72475390406876449845 51.05747669366896701604,13.7245089764126166898 51.05728088894467475711,13.72431333946218323661 51.0571456042223914551,13.72406409303746421813 51.05700150901038369966,13.72354491689385547204 51.05671789326061116299,13.72300936618613143025 51.05643089748298990571)"
11952;"14025020";"17643";"17717";"Bremer Straße";"Wachsbleichstr.";"H";"sonstige Hauptverkehrsstraße";"Waltherstraße";0;"AKT";"S";312.48;2024-02-06;"SRID=4326;LINESTRING(13.71286141476011977147 51.06156995605879700406,13.7124114980483611248 51.06102100385074038513,13.71186974865539021096 51.06035907543667917707,13.71132143570178207881 51.05964879101619402491,13.71087131614486231967 51.05905599361302904526)"
11953;"14025030";"17717";"17645";"Wachsbleichstr.";"Hamburger Str.";"H";"sonstige Hauptverkehrsstraße";"Waltherstraße";0;"AKT";"S";121.55;2024-02-06;"SRID=4326;LINESTRING(13.71087131614486231967 51.05905599361302904526,13.71049760191452193681 51.0585858487515622528,13.71009796574765715604 51.0580777498282571969)"
11976;"14026070";"17752";"17753";"Cottaer Str.";"Altonaer Str.";"H";"sonstige Hauptverkehrsstraße";"Löbtauer Straße";0;"AKT";"S";182.83;2024-02-06;"SRID=4326;LINESTRING(13.71261220310602624295 51.04998914469125281812,13.71177443556544339742 51.04936921316322440134,13.71091751445343831506 51.04873960637151952824)"
11957;"14026010";"10672";"17727";"Schweriner Str./Schäferstr.";"Berliner Str.";"H";"sonstige Hauptverkehrsstraße";"Löbtauer Straße";20;"AKT";"G";106.37;2024-02-06;"SRID=4326;LINESTRING(13.72017919699848853554 51.05472618919225880063,13.7201649117036250658 51.05471079790899580075,13.72006421332737424734 51.05460231827431272222,13.72003391162018992588 51.05456560209699290453,13.71995979894491135553 51.05452207417558696534,13.71973296838636002803 51.0543724569294425919,13.71947166508689974762 51.05419873109384099052,13.71918754656177874551 51.05400836688473020786)"
11960;"14026020";"17727";"17734";"Berliner Str.";"Roßthaler Str.";"H";"sonstige Hauptverkehrsstraße";"Löbtauer Straße";20;"AKT";"G";96.53;2024-02-06;"SRID=4326;LINESTRING(13.71918754656177874551 51.05400836688473020786,13.71863183999340840558 51.05367627597392043981,13.71818733069205364927 51.05342270400981874445,13.71817860322985538346 51.05341772604724326357)"
11963;"14026030";"17734";"17742";"Roßthaler Str.";"Bauhofstr.";"H";"sonstige Hauptverkehrsstraße";"Löbtauer Straße";20;"AKT";"G";117.03;2024-02-06;"SRID=4326;LINESTRING(13.71817860322985538346 51.05341772604724326357,13.7178993489533507244 51.05324858934703513569,13.7178618387493145292 51.05322587007457002528,13.71785496794630532236 51.05322170832716466293,13.71750294829366723093 51.05303056350749812964,13.71738717594133305511 51.0529582149722784834,13.71731314104933829867 51.05291194965910506198,13.71719317835562534924 51.05283698117146684581,13.7169540045811988449 51.05270320509942649778)"
11966;"14026040";"17742";"17745";"Bauhofstr.";"Wölfnitzstr.";"H";"sonstige Hauptverkehrsstraße";"Löbtauer Straße";20;"AKT";"G";81.71;2024-02-06;"SRID=4326;LINESTRING(13.7169540045811988449 51.05270320509942649778,13.71694817279594680315 51.05269996748310035173,13.71651605153673969539 51.05246004676462234784,13.71612378167215595681 51.05218908711216840857)"
11969;"14026050";"17745";"17748";"Wölfnitzstr.";"Fröbelstr.";"H";"sonstige Hauptverkehrsstraße";"Löbtauer Straße";20;"AKT";"G";110.9;2024-02-06;"SRID=4326;LINESTRING(13.71612378167215595681 51.05218908711216840857,13.71559253327814076329 51.05185803795111354475,13.71523350794194406888 51.05165930371306615143,13.71498845260800436563 51.05154178728322733605,13.71494928816775882296 51.05152300484286342908)"
11973;"14026060";"17748";"17752";"Fröbelstr.";"Cottaer Str.";"H";"sonstige Hauptverkehrsstraße";"Löbtauer Straße";20;"AKT";"G";237.06;2024-02-06;"SRID=4326;LINESTRING(13.71494928816775882296 51.05152300484286342908,13.71491319152073984355 51.0515025142002016878,13.71462504157745776467 51.05133894892621526651,13.71433566486608413015 51.05118322742397651837,13.71404937300861170968 51.05102916505385479695,13.71387134915741334851 51.0509111149239771521,13.71335593385726348004 51.05053908266182105535,13.71261220310602624295 51.04998914469125281812)"
11977;"14026080";"17753";"17754";"Altonaer Str.";"Hirschfelder Str.";"H";"sonstige Hauptverkehrsstraße";"Löbtauer Straße";0;"AKT";"S";216.52;2024-02-06;"SRID=4326;LINESTRING(13.71091751445343831506 51.04873960637151952824,13.70996327293646110945 51.04800982518825946954,13.70891053117042268639 51.04726024527831640398)"
11978;"14026090";"17754";"17755";"Hirschfelder Str.";"Wernerstr.";"H";"sonstige Hauptverkehrsstraße";"Löbtauer Straße";0;"AKT";"S";108.6;2024-02-06;"SRID=4326;LINESTRING(13.70891053117042268639 51.04726024527831640398,13.70840243296188276645 51.04690907925788678767,13.70786580625592954163 51.04653928059095591152)"
11979;"14026100";"17755";"17756";"Wernerstr.";"Emerich-Ambros-Ufer";"H";"sonstige Hauptverkehrsstraße";"Löbtauer Straße";0;"AKT";"G";146.12;2024-02-06;"SRID=4326;LINESTRING(13.70786580625592954163 51.04653928059095591152,13.70707108384802097589 51.04597699523343123928,13.70646586363707797318 51.04556606550134745248)"
11980;"14026110";"17756";"17757";"Emerich-Ambros-Ufer";"Eichendorffstr.";"S";"Staatsstraße";"Löbtauer Straße";0;"AKT";"S";82.26;2024-02-06;"SRID=4326;LINESTRING(13.70646586363707797318 51.04556606550134745248,13.70609658437225775174 51.04528360455934432593,13.70575177864885141332 51.04497967941026814742)"
11981;"14026120";"17757";"17758";"Eichendorffstr.";"Columbusstr.";"S";"Staatsstraße";"Löbtauer Straße";0;"AKT";"S";77.16;2024-02-06;"SRID=4326;LINESTRING(13.70575177864885141332 51.04497967941026814742,13.70562136048179446846 51.04487560424645664625,13.70552619803054561487 51.04479966349803277126,13.70548849932834833965 51.04476957918677015869,13.70544504984755640464 51.04473587356159924866,13.70536704443351005978 51.04467536482513878582,13.7050791802320102164 51.04443063477254582949)"
11982;"14026130";"17758";"17759";"Columbusstr.";"Lübecker Str.";"S";"Staatsstraße";"Löbtauer Straße";0;"AKT";"S";73.2;2024-02-06;"SRID=4326;LINESTRING(13.7050791802320102164 51.04443063477254582949,13.70481259343032220954 51.04418686734262422533,13.7044632836439888024 51.04389944969891956816)"
18305;"14026140";"17759";"16857";"Lübecker Str.";"Kesselsdorfer Str.";"S";"Staatsstraße";"Löbtauer Straße";20;"AKT";"S";34.52;2024-02-06;"SRID=4326;LINESTRING(13.7044632836439888024 51.04389944969891956816,13.7043596458701202323 51.04375677563613322718,13.70425405441525512629 51.04361849713135512729)"
12006;"14029090";"17769";"17770";;;"SB";"Straßenbahn (eigene Trasse)";"Fröbelstraße";5;"AKT";"O";248.76;2024-02-06;"SRID=4326;LINESTRING(13.70036188926310671832 51.04996433435847080773,13.70016127212528544987 51.04991257919726166392,13.69814843518632407893 51.04939330025499799603,13.69710324245577481861 51.04908066939394473138)"
12015;"14029070";"17775";"17769";;;"SB";"Straßenbahn (eigene Trasse)";"Fröbelstraße";5;"AKT";"O";209.1;2024-02-06;"SRID=4326;LINESTRING(13.70312253345066011434 51.05067646967402339442,13.70036188926310671832 51.04996433435847080773)"
12003;"14029050";"17741";"17766";;;"SB";"Straßenbahn (eigene Trasse)";"Fröbelstraße";5;"AKT";"O";228.31;2024-02-06;"SRID=4326;LINESTRING(13.7073716008436630176 51.05161545935624900494,13.70683779237516297655 51.05161400616019307108,13.70635969298262679672 51.05152502420919091719,13.70430793001113478624 51.05098300364767993642)"
12005;"14029060";"17766";"17768";;;"SB";"Straßenbahn (eigene Trasse)";"Fröbelstraße";5;"AKT";"O";52.51;2024-02-06;"SRID=4326;LINESTRING(13.70430793001113478624 51.05098300364767993642,13.7036121840758653434 51.05080798831886568223)"
12017;"14029070";"17768";"17775";;;"SB";"Straßenbahn (eigene Trasse)";"Fröbelstraße";5;"AKT";"O";37.31;2024-02-06;"SRID=4326;LINESTRING(13.7036121840758653434 51.05080798831886568223,13.70312253345066011434 51.05067646967402339442)"
12041;"14038030";"17787";"17741";"Gambrinusstr.";"Fröbelstr.";"U";"übrige Straße";"Cottaer Straße";0;"AKT";"S";202.33;2024-02-06;"SRID=4326;LINESTRING(13.71004808575399280812 51.05094743314041494386,13.7088680763955998998 51.05126080129938515029,13.70812398606645565735 51.05146723686407739251,13.70768264591020013654 51.0515818216380097283,13.7073716008436630176 51.05161545935624900494)"
12039;"14038010";"17752";"17786";"Löbtauer Str.";"Behringstr.";"U";"übrige Straße";"Cottaer Straße";0;"AKT";"S";86.92;2024-02-06;"SRID=4326;LINESTRING(13.71261220310602624295 51.04998914469125281812,13.71212125122293912227 51.05024192584969711106,13.71165565261088303828 51.05048643850881262551)"
12040;"14038020";"17786";"17787";"Behringstr.";"Gambrinusstr.";"U";"übrige Straße";"Cottaer Straße";0;"AKT";"S";123.81;2024-02-06;"SRID=4326;LINESTRING(13.71165565261088303828 51.05048643850881262551,13.71085187455943632528 51.05071693863787629653,13.71004808575399280812 51.05094743314041494386)"
18012;"14041110";"17813";"17814";"Rennersdorfer Str.";"Birkenhainer Str.";"H";"sonstige Hauptverkehrsstraße";"Lübecker Straße";0;"AKT";"S";74.15;2024-02-06;"SRID=4326;LINESTRING(13.69123907271462137203 51.05224319535185628638,13.69121079241740801535 51.05233848765470838771,13.69109714547047218502 51.05262191596689547168,13.6909769084834991304 51.05288878184793333048)"
18013;"14041120";"17814";"17815";"Birkenhainer Str.";"Werkstättenstr.";"H";"sonstige Hauptverkehrsstraße";"Lübecker Straße";0;"AKT";"S";104.95;2024-02-06;"SRID=4326;LINESTRING(13.6909769084834991304 51.05288878184793333048,13.69092527368292344647 51.05300292420705687846,13.69073464728874434115 51.05348694896533601195,13.69061605928007097077 51.05380451515550532804)"
12095;"14041130";"17815";"17798";"Werkstättenstr.";"Emerich-Ambros-Ufer";"H";"sonstige Hauptverkehrsstraße";"Lübecker Straße";0;"AKT";"S";68.21;2024-02-06;"SRID=4326;LINESTRING(13.69061605928007097077 51.05380451515550532804,13.69052823189656287184 51.05406236765485772366,13.69042164132447858549 51.05440546042824223605)"
12096;"14041135";"17798";"17816";"Emerich-Ambros-Ufer";"Klopstockstr.";"H";"sonstige Hauptverkehrsstraße";"Lübecker Straße";0;"AKT";"S";192.96;2024-02-06;"SRID=4326;LINESTRING(13.69042164132447858549 51.05440546042824223605,13.69036428199304999964 51.05459798619695277466,13.69025996478397821932 51.05491467952276707365,13.69019061516076263274 51.0551195026124986498,13.69013172287359658696 51.0552596903462116984,13.69006045240713298483 51.05538074628958611356,13.69000311486861143351 51.05544670145841479325,13.68992743418522195498 51.05550745541834345431,13.6898304852505070528 51.05557296466115957401,13.6896989692567903063 51.05564641190348140753,13.68943539985828472538 51.05576266558743014912,13.68921546415749190828 51.05587204378757348877)"
12097;"14041140";"17816";"17817";"Klopstockstr.";"Leutewitzer Str.";"H";"sonstige Hauptverkehrsstraße";"Lübecker Straße";0;"AKT";"S";68.79;2024-02-06;"SRID=4326;LINESTRING(13.68921546415749190828 51.05587204378757348877,13.68880235393415212286 51.05605924093237035777,13.68842198910494722952 51.05623605399862441345)"
12098;"14041150";"17817";"17818";"Leutewitzer Str.";"Raimundstr.";"H";"sonstige Hauptverkehrsstraße";"Lübecker Straße";0;"AKT";"S";96.45;2024-02-06;"SRID=4326;LINESTRING(13.68842198910494722952 51.05623605399862441345,13.68771778374641989728 51.05655593395899671805,13.687327273745520273 51.05676074947870546339)"
12151;"14053050";"17850";"17851";"Pennricher Str.";"Bramschstr.";"H";"sonstige Hauptverkehrsstraße";"Rudolf-Renner-Straße";0;"AKT";"S";102.88;2024-02-06;"SRID=4326;LINESTRING(13.69204884290548918102 51.04906339280721283558,13.69216322958429721268 51.04854631065869341455,13.69216558768837010973 51.04853806176938491035,13.69225346644947016728 51.04814743527065701301)"
12148;"14053020";"17847";"17848";"Sachsdorfer Str.";"Hühndorfer Str.";"H";"sonstige Hauptverkehrsstraße";"Rudolf-Renner-Straße";0;"AKT";"S";96.3;2024-02-06;"SRID=4326;LINESTRING(13.69148848278184438243 51.05137202575501476076,13.69162135389274226327 51.05091545231655203452,13.69170924361407948311 51.05051758267615724662)"
12149;"14053030";"17848";"17849";"Hühndorfer Str.";"Unkersdorfer Str.";"H";"sonstige Hauptverkehrsstraße";"Rudolf-Renner-Straße";0;"AKT";"S";80.02;2024-02-06;"SRID=4326;LINESTRING(13.69170924361407948311 51.05051758267615724662,13.69179900454406073607 51.05016535493849971772,13.69187556628726021302 51.0498058048255529684)"
12150;"14053040";"17849";"17850";"Unkersdorfer Str.";"Pennricher Str.";"H";"sonstige Hauptverkehrsstraße";"Rudolf-Renner-Straße";0;"AKT";"S";83.46;2024-02-06;"SRID=4326;LINESTRING(13.69187556628726021302 51.0498058048255529684,13.69196492420903155107 51.04943810820575578191,13.69204884290548918102 51.04906339280721283558)"
12152;"14053060";"17851";"17852";"Bramschstr.";"Braunsdorfer Str.";"H";"sonstige Hauptverkehrsstraße";"Rudolf-Renner-Straße";0;"AKT";"S";98.88;2024-02-06;"SRID=4326;LINESTRING(13.69225346644947016728 51.04814743527065701301,13.69225426157875347144 51.04814534162516537208,13.69231319314014605482 51.0479904308574319316,13.69231982564132898972 51.04797381782262277738,13.69236055806836205306 51.04787180204463936661,13.69236150218098835296 51.04786943308365465555,13.69239507933201061007 51.04779073499353359011,13.69240407694515049286 51.04776962138429752258,13.69244135061029865597 51.04768691423248583305,13.69250074328682842406 51.04754187914634400158,13.69250773395910947272 51.04752480247594803586,13.69253387166055624391 51.04745554190704837083,13.69260056583708262679 51.0472857617155710841)"
