"id";"schluessel";"von";"bis";"von_str";"bis_str";"wdm";"wdm_klar";"strasse";"status";"historie";"straba";"laenge";"aend";"geom"
878;"00195010";"10661";"10744";"Freiberger Straße";"Wilsdruffer Str.";"U";"übrige Straße";"Postplatz";0;"AKT";"B";69.64;2024-02-06;"SRID=4326;LINESTRING(13.73243832578994449989 51.05099507411112114141,13.73341422976976922143 51.05087818001749155883)"
16662;"00195080";"18953";"10745";"Abzweig Straba";"Sophienstraße";"U";"übrige Straße";"Postplatz";0;"AKT";"S";75.77;2024-02-06;"SRID=4326;LINESTRING(13.73322883538984129359 51.05122961144175519621,13.73320433740051171867 51.05131695452705997695,13.73321196459753679164 51.0513847347020330858,13.73323538436534896334 51.05145268516022838412,13.73326576891033923289 51.05149681882357981522,13.73331483248455064938 51.05155111005489487752,13.73335485678890854899 51.05158937420683429309,13.73342009045671296974 51.05162990168685155368,13.7334732354239026364 51.05165038788627640542,13.73355458625789360383 51.05167914291747166544,13.73376782295229681097 51.05172777222573188283)"
16659;"00195070";"18953";"20978";"Abzweig/Straba";"Theaterstraße/Sophienstraße";"U";"übrige Straße";"Postplatz";0;"AKT";"S";97.13;2024-02-06;"SRID=4326;LINESTRING(13.73322883538984129359 51.05122961144175519621,13.73319813866372207656 51.05128812180998920667,13.73313745942653341103 51.05138078945215340809,13.73307373822111010497 51.05146733410686010757,13.73296691999158269937 51.05159600536204322907,13.73295758490528939433 51.05160587545784522945,13.73280740324764082061 51.05176466120337863686,13.7326675559249995473 51.05192136546116898899,13.73258791454252225606 51.05200163373856980797)"
999;"00228010";"10278";"10285";;;"SB";"Straßenbahn (eigene Trasse)";"Rathenauplatz";5;"AKT";"B";41.04;2024-02-06;"SRID=4326;LINESTRING(13.74674915015035558952 51.05174870829029032393,13.74674884209922787193 51.05174828052339108808,13.74668570094995878605 51.05166056411109565261,13.74661526882540130146 51.05156271543941670643,13.74649382114887785633 51.05141678862822374185)"
1002;"00230010";"10125";"10177";;;"SB";"Straßenbahn (eigene Trasse)";"Carolaplatz";5;"AKT";"O";120.85;2024-02-06;"SRID=4326;LINESTRING(13.74586516565888771879 51.0573331142821729145,13.74592190545083703057 51.05717635345045835038,13.74624863203951186108 51.05627366165354175109)"
1011;"00231010";"10771";"10300";;;"SB";"Straßenbahn (eigene Trasse)";"Georgplatz";5;"AKT";"O";57.14;2024-02-06;"SRID=4326;LINESTRING(13.74143691379402199004 51.04666252665673198408,13.74112234881581784407 51.046431162653618685,13.74111886877514088212 51.0464286035614662751,13.74090648711111484204 51.04627239515210135323)"
1176;"01018020";"10946";"10948";;;"SB";"Straßenbahn (eigene Trasse)";"Riegelplatz";5;"AKT";"O";61.06;2024-02-06;"SRID=4326;LINESTRING(13.68646510056512966003 51.08388687474661793431,13.68637165614648587564 51.08386095040422958391,13.68629084889041358508 51.08381794577121581824,13.68622273156937652061 51.08375594958290122349,13.68613329517771326493 51.08358847290683257825,13.68612602876319428447 51.08352333233546005431,13.68614273135788472757 51.08346994236610782991,13.68618031138912449762 51.08343018192355344809)"
1178;"01018030";"10948";"10942";;;"SB";"Straßenbahn (eigene Trasse)";"Riegelplatz";5;"AKT";"O";95.33;2024-02-06;"SRID=4326;LINESTRING(13.68618031138912449762 51.08343018192355344809,13.68624327786773520188 51.08338862314144535048,13.68634625945865401775 51.08336316071518012905,13.68645276888139150628 51.08335670289907426422,13.68705588760830060835 51.08340748797836283757,13.68738481518606064924 51.08359485952522760499)"
1174;"01018015";"10942";"10946";;;"SB";"Straßenbahn (eigene Trasse)";"Riegelplatz";5;"AKT";"S";74.02;2024-02-06;"SRID=4326;LINESTRING(13.68738481518606064924 51.08359485952522760499,13.68669066346944340751 51.08387773464347247909,13.68657421652080330432 51.08389575376246227734,13.68646510056512966003 51.08388687474661793431)"
1170;"01018010";"10941";"10942";"Autobahnabfahrt";"Grimmstr.";"H";"sonstige Hauptverkehrsstraße";"Riegelplatz";20;"AKT";"G";59.72;2024-02-06;"SRID=4326;LINESTRING(13.68811498651412250638 51.0833180851332215866,13.68774090892459582847 51.08345194116748189117,13.68738481518606064924 51.08359485952522760499)"
1245;"01042030";"11002";"11006";;;"SB";"Straßenbahn (eigene Trasse)";"Pieschener Straße";5;"AKT";"G";143.14;2024-02-06;"SRID=4326;LINESTRING(13.69722427587523405634 51.07932562271088983152,13.69722548236610037975 51.07931753628408699797,13.69734741937727129368 51.07849746982218874791,13.69741481679631611712 51.0780442259334321875)"
1251;"01042040";"11006";"11011";;;"SB";"Straßenbahn (eigene Trasse)";"Pieschener Straße";5;"AKT";"O";84.89;2024-02-06;"SRID=4326;LINESTRING(13.69741481679631611712 51.0780442259334321875,13.69741501839913411231 51.07804304561806674201,13.69741506979742950989 51.07804274043337500188,13.69745943985747516081 51.07778208471874137331,13.69749569697562741055 51.07752171627502946194,13.69752714459776221645 51.07743271266578943823,13.69757503316228763879 51.07737671440987270444,13.69765506356501738594 51.07731013263492059195)"
1241;"01042020";"10999";"11002";"Kötzschenbroder Str.";"Sörnewitzer Str.";"U";"übrige Straße";"Pieschener Straße";20;"AKT";"G";135.9;2024-02-06;"SRID=4326;LINESTRING(13.69702378765752115442 51.08054099038066198091,13.6971146593462265173 51.07999215262004355509,13.69722427587523405634 51.07932562271088983152)"
1238;"01042010";"10998";"10999";"Lommatzscher Str.";"Kötzschenbroder Str.";"U";"übrige Straße";"Pieschener Straße";20;"AKT";"G";169.34;2024-02-06;"SRID=4326;LINESTRING(13.69679994638998721257 51.08205705135646468307,13.6968942712341998913 51.08136901409613273017,13.69702333705922647766 51.08054386757059717183,13.69702378765752115442 51.08054099038066198091)"
1261;"01044010";"11011";"11017";;;"SB";"Straßenbahn (eigene Trasse)";"An der Flutrinne";5;"AKT";"G";162.95;2024-02-06;"SRID=4326;LINESTRING(13.69765506356501738594 51.07731013263492059195,13.6977346451424608631 51.07726654596329041169,13.69777706688648066802 51.07724940515142719732,13.69784438512380830844 51.07722220437741356136,13.69798089931337514713 51.07720586975452903289,13.69798953226078985779 51.07720483641271869146,13.69815039953705237963 51.07721020825655244835,13.69824546204361048751 51.07721338210676265135,13.69855234373033425754 51.07723198293081168231,13.69901546501004219181 51.07726750917976943356,13.69979165567651513413 51.07734739531704803994,13.69991471275876016023 51.07736005912027366094)"
1332;"02001105";"11049";"11050";"BAB-Brücke";"AA-West";"S";"Staatsstraße";"Kötzschenbroder Straße";20;"AKT";"G";48.42;2024-02-06;"SRID=4326;LINESTRING(13.68938407075455288009 51.08290152148427409884,13.68936881931454507821 51.08290476507341537626,13.68930424791212097091 51.08292503311135135391,13.68921378304724356667 51.0829534280807564528,13.68914435836487442089 51.08297521985596745253,13.68901706784756022728 51.0830208232194920015,13.6887761865236683434 51.08310804828742845984)"
1335;"02001110";"11050";"10941";"AA-West";"Riegelplatz";"S";"Staatsstraße";"Kötzschenbroder Straße";20;"AKT";"G";51.88;2024-02-06;"SRID=4326;LINESTRING(13.6887761865236683434 51.08310804828742845984,13.68844709397675352136 51.08320843252989362782,13.68811498651412250638 51.0833180851332215866)"
1329;"02001100";"10889";"11049";"ÖRW 51-Kaditz/AA-Ost";"BAB-Brücke";"S";"Staatsstraße";"Kötzschenbroder Straße";20;"AKT";"G";99.96;2024-02-06;"SRID=4326;LINESTRING(13.69064304204577275925 51.08247904752388990346,13.69013784920956311453 51.08265311359043892026,13.69002562595117744593 51.08268770155957128054,13.69001941260198051964 51.08268961665401519667,13.68972263034310188345 51.08278108772149295191,13.68972188282476487586 51.08278131855260539851,13.68971042107077806804 51.082784851070087484,13.68953214154742958897 51.08284858499143865629,13.68938407075455288009 51.08290152148427409884)"
1326;"02001090";"10895";"10889";"Lommatzscher Straße";"ÖRW 51-Kaditz/AA-Ost";"S";"Staatsstraße";"Kötzschenbroder Straße";20;"AKT";"B";187.46;2024-02-06;"SRID=4326;LINESTRING(13.69308618425904633398 51.08182963326736114595,13.69297646364638509908 51.08183377791943513557,13.69289110998871272784 51.08183700159406726016,13.69270863312971009407 51.08185406630045832799,13.69249283763237912126 51.08189427437964269529,13.6923259825608987228 51.081936499003639085,13.69198956929101385072 51.08203414399778097277,13.69156818643743456221 51.08216611056605671592,13.69114764155078844965 51.08231135037964776302,13.69064304204577275925 51.08247904752388990346)"
1350;"02002030";"11060";"11061";"Herbststr.";"Trachauer Str.";"U";"übrige Straße";"Sternstraße";0;"AKT";"S";184.66;2024-02-06;"SRID=4326;LINESTRING(13.71005349322644129018 51.07910253166929237523,13.70962668496032144105 51.07905841232957300235,13.70857806874255047092 51.07895456051862481672,13.70794952041925007791 51.078891648354129984,13.70745057428571911373 51.07884122900973267178)"
24708;"02002045";"11045";"20964";"Zelenkastr.";"Rüther-Rabinowicz-Straße";"U";"übrige Straße";"Sternstraße";20;"AKT";"G";107.86;2024-02-06;"SRID=4326;LINESTRING(13.70436303264446209482 51.07829531328448524619,13.70431090481120506297 51.07828424080210538705,13.70417621780492112293 51.0782556324745087295,13.70328918515561689162 51.0780672188702595804,13.70295657229026886625 51.07800456414391021553,13.70290000084060544339 51.07799390665194749772,13.7029000391473108067 51.07799391517060882961)"
1351;"02002040";"11061";"11044";"Trachauer Str.";"Kötzschenbroder Str.";"U";"übrige Straße";"Sternstraße";0;"AKT";"S";131.71;2024-02-06;"SRID=4326;LINESTRING(13.70745057428571911373 51.07884122900973267178,13.70698296212260025584 51.07880157686968658481,13.70662540100987492053 51.07875947242609981913,13.70610781267329514321 51.07866106469685263392,13.70562479939756528324 51.07857102769324342262)"
24714;"02002047";"20964";"11033";"Rüther-Rabinowicz-Straße";"Brockwitzer Straße";"U";"übrige Straße";"Sternstraße";20;"AKT";"G";55.35;2024-02-06;"SRID=4326;LINESTRING(13.7029000391473108067 51.07799391517060882961,13.70289999798630198313 51.07799390662027150256,13.70247811570856910635 51.07791397020952217645,13.70214717120620662172 51.07784324710478784937)"
1352;"02002042";"11044";"11045";"Kötzschenbroder Str.";"Zelenkastr.";"U";"übrige Straße";"Sternstraße";20;"AKT";"S";93.6;2024-02-06;"SRID=4326;LINESTRING(13.70562479939756528324 51.07857102769324342262,13.70493403876879767722 51.07843261852333682782,13.70436303264446209482 51.07829531328448524619)"
24778;"02002057";"11017";"20951";"An der Flutrinne";"Friedrich-Findeisen-Straße";"U";"übrige Straße";"Sternstraße";20;"AKT";"G";122.39;2024-02-06;"SRID=4326;LINESTRING(13.69991471275876016023 51.07736005912027366094,13.69980777941425742483 51.07727016048061585707,13.69973966644627161315 51.07721289883655657604,13.69965154508765259322 51.07714137220430217212,13.6996263639854607419 51.07712014858168458886,13.69962053841189586478 51.0771145360729406093,13.6995230120685729247 51.07702057542226725673,13.69949175092658322228 51.07698729123686831599,13.69930984106106741649 51.0767631972848192845,13.6991951119704076234 51.07655823750565105001,13.69913667822650005235 51.07641387667639065739,13.69913262198359227284 51.07639012633380559691)"
1348;"02002010";"11058";"11059";"Leipziger Str.";"Franz-Lehmann-Str.";"U";"übrige Straße";"Sternstraße";0;"AKT";"S";157.76;2024-02-06;"SRID=4326;LINESTRING(13.71463539684999055623 51.07952178545187393865,13.7143942400731546627 51.07950800291594362079,13.71387061707132026811 51.07946632528913255555,13.71240540201841540124 51.07932639622863035811)"
1349;"02002020";"11059";"11060";"Franz-Lehmann-Str.";"Herbststr.";"U";"übrige Straße";"Sternstraße";0;"AKT";"S";166.64;2024-02-06;"SRID=4326;LINESTRING(13.71240540201841540124 51.07932639622863035811,13.71198473637850234752 51.07929082984671254053,13.71005349322644129018 51.07910253166929237523)"
24747;"02002050";"11033";"20956";"Brockwitzer Str.";"Wilhelmine-Kähler-Straße";"U";"übrige Straße";"Sternstraße";20;"AKT";"G";84.2;2024-02-06;"SRID=4326;LINESTRING(13.70214717120620662172 51.07784324710478784937,13.70213700443956916786 51.07784108654440302644,13.70211652336688068488 51.07783673230776599894,13.70165685091624396819 51.07773901528044291354,13.70100697780985932184 51.0776040522462011495)"
24743;"02002055";"20956";"11017";"Wilhelmine-Kähler-Straße";"An der Flutrinne";"U";"übrige Straße";"Sternstraße";20;"AKT";"G";81.31;2024-02-06;"SRID=4326;LINESTRING(13.70100697780985932184 51.0776040522462011495,13.70071814309046054348 51.0775440664857924844,13.70035481775510532998 51.07747599814823757924,13.70012375853916886115 51.07742181878733589429,13.69991471275876016023 51.07736005912027366094)"
1380;"02005010";"11440";"11441";"Lommatzscher Str.";"Leipziger Str.";"U";"übrige Straße";"Dreyßigplatz";20;"AKT";"S";62.18;2024-02-06;"SRID=4326;LINESTRING(13.71271565308945739048 51.08080825627869359096,13.7127642116349441892 51.08087876260263016093,13.71283595794274923207 51.08098293897779029749,13.71293009983329191925 51.08107186542025601739,13.71308215396012819554 51.08113298499487342497,13.7131159120554535491 51.08114094301728158598,13.71330247259099444079 51.08118492051504233586)"
1407;"02014010";"11459";"11440";"Leipziger Straße";"Dreyßigplatz";"H";"sonstige Hauptverkehrsstraße";"Lommatzscher Straße";20;"AKT";"G";92.84;2024-02-06;"SRID=4326;LINESTRING(13.7138956802146374514 51.08042869139985953097,13.71364881769653365495 51.08051247365664693234,13.71338677806181038932 51.08060140581503816293,13.71271565308945739048 51.08080825627869359096)"
1432;"02014080";"10998";"10895";"Pieschener Straße";"Washingtonstraße";"H";"sonstige Hauptverkehrsstraße";"Lommatzscher Straße";20;"AKT";"B";261.58;2024-02-06;"SRID=4326;LINESTRING(13.69679994638998721257 51.08205705135646468307,13.6965298277217346623 51.08203634610984522624,13.69634806991772357776 51.08201434243686378522,13.69610836685504828836 51.08198503471994911251,13.69586574147219160125 51.08196568137932302989,13.69432570518223712952 51.08188406099101541713,13.69317810632903764656 51.08183367088022208691,13.69308618425904633398 51.08182963326736114595)"
1561;"03001070";"11552";"11553";"Moritzburger Straße";"Oschatzer Straße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";225.06;2024-02-06;"SRID=4326;LINESTRING(13.72493671227309519622 51.07311015835274048413,13.72451501093754622218 51.07341982704652849634,13.72346800082059203874 51.07421531506923884081,13.72287540876019562575 51.07466212204124644813)"
1562;"03001080";"11553";"11554";"Oschatzer Straße";"Torgauer Straße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";83.19;2024-02-06;"SRID=4326;LINESTRING(13.72287540876019562575 51.07466212204124644813,13.72253554814126097483 51.0748422805315271944,13.72199295560773535385 51.0751622538193288392)"
1563;"03001090";"11554";"11555";"Torgauer Straße";"Konkordienstraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";166.94;2024-02-06;"SRID=4326;LINESTRING(13.72199295560773535385 51.0751622538193288392,13.72112842858329528895 51.07562722689104361962,13.72011909784985661531 51.07608745793855575812)"
1564;"03001100";"11555";"11556";"Konkordienstraße";"Rehefelder Straße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";73.86;2024-02-06;"SRID=4326;LINESTRING(13.72011909784985661531 51.07608745793855575812,13.71981048722450502453 51.07621538299319752241,13.71922666120291189884 51.07644087700869306445)"
1565;"03001110";"11556";"11541";"Rehefelder Straße";"ÖRW 29-Mickten/Pieschen";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";132.87;2024-02-06;"SRID=4326;LINESTRING(13.71922666120291189884 51.07644087700869306445,13.71855139188766692371 51.07671144234173965515,13.71813751488999066908 51.07690507886900377343,13.71766625936670180863 51.07711885257117501169)"
1566;"03001115";"11541";"11557";"ÖRW 29-Mickten/Pieschen";"Abzweig Straba";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";71.06;2024-02-06;"SRID=4326;LINESTRING(13.71766625936670180863 51.07711885257117501169,13.71696589501962293411 51.07743619937131995812,13.71684360139636105202 51.07749252721479393813)"
1568;"03001117";"11557";"11039";"Abzweig Straba";"Kötzschenbroder Straße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";41.95;2024-02-06;"SRID=4326;LINESTRING(13.71684360139636105202 51.07749252721479393813,13.71660195009594396254 51.07760382985590297267,13.71636030334855682611 51.07771513204970403876)"
1569;"03001120";"11039";"11559";"Kötzschenbroder Straße";"Robert-Matzke-Straße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";210.51;2024-02-06;"SRID=4326;LINESTRING(13.71636030334855682611 51.07771513204970403876,13.7158554677601536298 51.07796761355276515815,13.71564480256340701203 51.07810110636712863652,13.7154880096584559368 51.07823350466497913658,13.71532027046206358989 51.0784211046804799139,13.71513394390204254591 51.07870151861269647497,13.71502063264646054108 51.0789329055329659468,13.71480764857764000908 51.07927977533058339077)"
1570;"03001130";"11559";"11058";"Robert-Matzke-Straße";"Sternstraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";29.53;2024-02-06;"SRID=4326;LINESTRING(13.71480764857764000908 51.07927977533058339077,13.71473209135917770141 51.07940089573191499994,13.71463539684999055623 51.07952178545187393865)"
1571;"03001135";"11058";"11459";"Sternstraße";"Wurzener Straße";"S";"Staatsstraße";"Leipziger Straße";20;"AKT";"B";113.4;2024-02-06;"SRID=4326;LINESTRING(13.71463539684999055623 51.07952178545187393865,13.71413506032368267995 51.08012566783445862484,13.7138956802146374514 51.08042869139985953097)"
1574;"03001140";"11459";"11441";"Wurzener Straße";"Dreyßigplatz";"S";"Staatsstraße";"Leipziger Straße";20;"AKT";"B";93.82;2024-02-06;"SRID=4326;LINESTRING(13.7138956802146374514 51.08042869139985953097,13.71377319747634082603 51.08058083549072847518,13.71361480730647031123 51.08077757822893971706,13.71330247259099444079 51.08118492051504233586)"
1580;"03001160";"11441";"11074";"Dreyßigplatz";"Wüllnerstraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";146.17;2024-02-06;"SRID=4326;LINESTRING(13.71330247259099444079 51.08118492051504233586,13.71309866016195933014 51.08147115130604731803,13.71288624174410841761 51.08179180063492452746,13.71268442709869717078 51.08202798500317953767,13.71236381254724001622 51.08235565135726119479)"
1581;"03001170";"11074";"11445";"Wüllnerstraße";"Rietzstraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";88.79;2024-02-06;"SRID=4326;LINESTRING(13.71236381254724001622 51.08235565135726119479,13.71197723493420461693 51.08269951276040643506,13.71161461782515722518 51.08299942813418681453)"
1582;"03001180";"11445";"11069";"Rietzstraße";"Micktner Str./Henricistr.";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";135.53;2024-02-06;"SRID=4326;LINESTRING(13.71161461782515722518 51.08299942813418681453,13.71113571171518863423 51.08329521760889946336,13.71019723021533032181 51.08382847853391695025)"
1583;"03001190";"11069";"11476";"Micktner Str./Henricistr.";"Alttrachau";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";108.35;2024-02-06;"SRID=4326;LINESTRING(13.71019723021533032181 51.08382847853391695025,13.70975273597398746972 51.08406899341383677893,13.7095125620561990587 51.08420200022038670795,13.70931993774287960264 51.0842847831155069116,13.70912036106466658225 51.08433252652178424569,13.70893036086203942148 51.08435819179867820594)"
1584;"03001200";"11476";"11479";"Roßmäßlerstraße/Alttrachau";"Bunsenstraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";140.1;2024-02-06;"SRID=4326;LINESTRING(13.70893036086203942148 51.08435819179867820594,13.70813609223866791353 51.08436660735321055427,13.7078315538172539334 51.08438655170976971931,13.70744421535676238477 51.08443721479424226573,13.70696955350218360081 51.08454360252987669355)"
1585;"03001210";"11479";"11561";"Bunsenstraße";"Pettenkoferstraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";67.78;2024-02-06;"SRID=4326;LINESTRING(13.70696955350218360081 51.08454360252987669355,13.70649434163432012213 51.08465980155119723349,13.70607187531392590074 51.08477085496093650363)"
1586;"03001220";"11561";"11481";"Pettenkoferstraße";"Rankestraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";70.29;2024-02-06;"SRID=4326;LINESTRING(13.70607187531392590074 51.08477085496093650363,13.70576759776393060974 51.08484322425865542527,13.70551446877449563999 51.08491534084318175246,13.70539137988365219201 51.0849689186252504669,13.7052369127336923782 51.08509328757244816188)"
1587;"03001230";"11481";"11562";"Rankestraße";"Jubiläumstraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";96.31;2024-02-06;"SRID=4326;LINESTRING(13.7052369127336923782 51.08509328757244816188,13.70498226460975210728 51.08549902453069080366,13.70475932843787347792 51.0859051186011257073)"
1588;"03001240";"11562";"11486";"Jubiläumstraße";"Adolfstraße/Veteranenstraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";142.77;2024-02-06;"SRID=4326;LINESTRING(13.70475932843787347792 51.0859051186011257073,13.70445187689339228143 51.0865235032400519799,13.70414072281369577411 51.08712825600245821533)"
1589;"03001250";"11486";"11498";"Adolfstraße/Veteranenstraße";"Peschelstraße/Am Trachauer Bahnhof";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";170.6;2024-02-06;"SRID=4326;LINESTRING(13.70414072281369577411 51.08712825600245821533,13.7037745214269239824 51.08787120842460183212,13.70340842342536369358 51.08859119396966264048)"
1590;"03001260";"11498";"11503";"Peschelstraße/Am Trachauer Bahnhof";"Roscherstraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";88.91;2024-02-06;"SRID=4326;LINESTRING(13.70340842342536369358 51.08859119396966264048,13.70322851222637794422 51.08896397610855899529,13.7030322116305764979 51.08935470570093428933)"
1591;"03001270";"11503";"11505";"Roscherstraße";"Kolbestraße/Quandtstraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";66.47;2024-02-06;"SRID=4326;LINESTRING(13.7030322116305764979 51.08935470570093428933,13.70289014783461389868 51.08962617383227211576,13.70275495548555078074 51.08992610575355541869)"
1592;"03001280";"11505";"11563";"Quandtstraße";"Industriestraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";67.58;2024-02-06;"SRID=4326;LINESTRING(13.70275495548555078074 51.08992610575355541869,13.70261027619979543601 51.09020967855384753875,13.70260375806444308466 51.09022568272238373766,13.70260088836401912715 51.09023025700857800757,13.70251245609074430831 51.0903711790155554695,13.70245548919923805897 51.09050320556782764925)"
1557;"03001030";"11547";"11548";"Gothaer Straße";"Alexander-Puschkin-Platz";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";157.18;2024-02-06;"SRID=4326;LINESTRING(13.73074828740608310795 51.06889516072477164244,13.73053305627445475068 51.06916342278769604945,13.72999273214405668853 51.06981397839167158281,13.72970837864727400301 51.07014736320429904026)"
1556;"03001020";"11535";"11547";"Uferstraße";"Gothaer Straße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";691.85;2024-02-06;"SRID=4326;LINESTRING(13.73644143364102276905 51.06382257367687316219,13.73623475002892746488 51.06399528791602193678,13.73585631198977985434 51.06433014519192425951,13.73538345279940031674 51.06474207003294196738,13.73492399637632033205 51.06514583043239241533,13.73464988904951233906 51.06537747518637360145,13.7340080722588684381 51.06584369860477323755,13.73341737418684616046 51.0663191281037214253,13.73320154206067833513 51.06649456790363217351,13.7330419927595137608 51.06663739240663346663,13.73269237396818098773 51.06697524161354806438,13.7322644969183738084 51.0673702727806997359,13.73174696813799400275 51.06788113513489690831,13.73129401924580861305 51.06833314012020963446,13.73098253324164375044 51.06862883314006040791,13.73074828740608310795 51.06889516072477164244)"
20791;"03001010";"10010";"11535";"Antonstraße";"Uferstraße/Eisenbahnstraße";"S";"Staatsstraße";"Leipziger Straße";20;"AKT";"S";80.9;2024-02-06;"SRID=4326;LINESTRING(13.73706089957408416069 51.0632117303521297913,13.73702190336267214832 51.06325750528132090267,13.73702134905812854981 51.0632581557701996644,13.7369325458177318211 51.06336239638901020044,13.73678894304897113443 51.0635309632280183223,13.73676687359436243696 51.06355686873834542894,13.73675729236357589969 51.06356544508940942251,13.7367188583295760651 51.06359673220232764379,13.73644143364102276905 51.06382257367687316219)"
21405;"03001290";"11563";"11564";"Industriestraße";"Stadtgrenze/nFGR FN 804";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";154.37;2024-02-06;"SRID=4326;LINESTRING(13.70245548919923805897 51.09050320556782764925,13.70167482176762874246 51.09101834589140622711,13.70093773572149942197 51.09150967206104354545)"
23895;"03001060";"11551";"20736";;;"SB";"Straßenbahn (eigene Trasse)";"Leipziger Straße";5;"AKT";"S";102.68;2024-02-06;"SRID=4326;LINESTRING(13.72701046444292494186 51.07175900642432964105,13.72623451989942822138 51.07219892862193688643,13.7259386418676783137 51.07238808979744959515)"
24289;"03001060";"20736";"11552";;;"SB";"Straßenbahn (eigene Trasse)";"Leipziger Straße";5;"AKT";"S";106.72;2024-02-06;"SRID=4326;LINESTRING(13.7259386418676783137 51.07238808979744959515,13.72568241200134764313 51.07255190177830428411,13.72493671227309519622 51.07311015835274048413)"
1558;"03001040";"11549";"11550";"Alexander-Puschkin-Platz";"Eisenberger Straße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";82.9;2024-02-06;"SRID=4326;LINESTRING(13.72905398871542637096 51.07060159453531156259,13.72859937860448731328 51.07086105648507867727,13.7281771824789480263 51.0711020131625588192)"
1559;"03001050";"11550";"11551";"Eisenberger Straße";"Hartigstraße";"S";"Staatsstraße";"Leipziger Straße";0;"AKT";"S";109.65;2024-02-06;"SRID=4326;LINESTRING(13.7281771824789480263 51.0711020131625588192,13.7275684645439799425 51.07143643845154201699,13.72701046444292494186 51.07175900642432964105)"
1635;"03014010";"11595";"11596";"Moritzburger Platz";"Leisniger Str.";"U";"übrige Straße";"Bürgerstraße";0;"AKT";"S";139.41;2024-02-06;"SRID=4326;LINESTRING(13.72895474972383134116 51.07636215895167453027,13.72848897546169588679 51.07643685612982409339,13.7279971415114090405 51.07651222381175415421,13.72747918539553424466 51.07660494811504037216,13.72702951305582175223 51.07667830039054734925)"
1637;"03014030";"11586";"11591";"Oschatzer Str.";"Torgauer Str.";"U";"übrige Straße";"Bürgerstraße";0;"AKT";"S";121.86;2024-02-06;"SRID=4326;LINESTRING(13.72502419222911562713 51.07701558715821477108,13.72413434658470166028 51.07720058363781134858,13.72336560769290336737 51.07734510725848764423)"
1638;"03014040";"11591";"11597";"Torgauer Str.";"Markusplatz";"U";"übrige Straße";"Bürgerstraße";0;"AKT";"S";73.87;2024-02-06;"SRID=4326;LINESTRING(13.72336560769290336737 51.07734510725848764423,13.7227942166779524058 51.07736677726042984204,13.72231416834498496371 51.0773941911766584667)"
1639;"03014045";"11597";"11598";"Markusplatz";"Osterbergstr.";"U";"übrige Straße";"Bürgerstraße";0;"AKT";"S";75.78;2024-02-06;"SRID=4326;LINESTRING(13.72231416834498496371 51.0773941911766584667,13.72172220141495024848 51.07740614537077306068,13.72123378129219339883 51.07742535714494636068)"
1640;"03014050";"11598";"11599";"Osterbergstr.";"Rehefelder Str.";"U";"übrige Straße";"Bürgerstraße";0;"AKT";"S";117.15;2024-02-06;"SRID=4326;LINESTRING(13.72123378129219339883 51.07742535714494636068,13.72083740559640574475 51.07740317920084294201,13.71987114275040653411 51.07737067552567822304,13.71956461466533916393 51.0773740043107622455)"
1641;"03014060";"11599";"11600";"Rehefelder Str.";"Abzweig/Straba";"U";"übrige Straße";"Bürgerstraße";0;"AKT";"S";94.93;2024-02-06;"SRID=4326;LINESTRING(13.71956461466533916393 51.0773740043107622455,13.71917288207353813334 51.0774003907100819788,13.71863999291633540167 51.07746354793599863342,13.71830993599724379806 51.07754381464062731766,13.71825380896342849724 51.07756444660410721781)"
